study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	read_count	experiment_title	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA904727	SAMN31851799	SRX18363126	SRR22393127	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753682	SINGLE	17290205	NextSeq 2000 sequencing: GSM6753682: I_C1_S217 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753682_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/027/SRR22393127/SRR22393127.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/027/SRR22393127	I_C1_S217	
PRJNA904727	SAMN31851833	SRX18362956	SRR22393000	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753648	SINGLE	10316132	NextSeq 2000 sequencing: GSM6753648: III_G6_S78 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753648_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/000/SRR22393000/SRR22393000.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/000/SRR22393000	III_G6_S78	
PRJNA904727	SAMN31851801	SRX18363124	SRR22393129	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753680	SINGLE	13428910	NextSeq 2000 sequencing: GSM6753680: I_B2_S206 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753680_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/029/SRR22393129/SRR22393129.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/029/SRR22393129	I_B2_S206	
PRJNA904727	SAMN31851835	SRX18362954	SRR22393002	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753646	SINGLE	2731755	NextSeq 2000 sequencing: GSM6753646: III_G4_S76 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753646_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/002/SRR22393002/SRR22393002.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/002/SRR22393002	III_G4_S76	
PRJNA904727	SAMN31851804	SRX18363121	SRR22393132	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753677	SINGLE	10932741	NextSeq 2000 sequencing: GSM6753677: I_A2_S194 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753677_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/032/SRR22393132/SRR22393132.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/032/SRR22393132	I_A2_S194	
PRJNA904727	SAMN31851836	SRX18362953	SRR22393003	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753645	SINGLE	8916790	NextSeq 2000 sequencing: GSM6753645: III_F6_S66 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753645_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/003/SRR22393003/SRR22393003.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/003/SRR22393003	III_F6_S66	
PRJNA904727	SAMN31851814	SRX18363119	SRR22393134	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753667	SINGLE	22272493	NextSeq 2000 sequencing: GSM6753667: IV_F1_S157 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753667_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/034/SRR22393134/SRR22393134.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/034/SRR22393134	IV_F1_S157	
PRJNA904727	SAMN31851847	SRX18362950	SRR22393006	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753634	SINGLE	4414341	NextSeq 2000 sequencing: GSM6753634: III_C4_S28 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753634_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/006/SRR22393006/SRR22393006.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/006/SRR22393006	III_C4_S28	
PRJNA904727	SAMN31851815	SRX18363118	SRR22393135	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753666	SINGLE	5295258	NextSeq 2000 sequencing: GSM6753666: IV_E3_S147 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753666_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/035/SRR22393135/SRR22393135.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/035/SRR22393135	IV_E3_S147	
PRJNA904727	SAMN31851848	SRX18362949	SRR22393007	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753633	SINGLE	6930063	NextSeq 2000 sequencing: GSM6753633: III_B6_S18 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753633_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/007/SRR22393007/SRR22393007.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/007/SRR22393007	III_B6_S18	
PRJNA904727	SAMN31851816	SRX18363117	SRR22393136	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753665	SINGLE	10368854	NextSeq 2000 sequencing: GSM6753665: IV_E2_S146 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753665_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/036/SRR22393136/SRR22393136.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/036/SRR22393136	IV_E2_S146	
PRJNA904727	SAMN31851913	SRX18363229	SRR22393147	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753568	SINGLE	14036104	NextSeq 2000 sequencing: GSM6753568: IV_E10_S154 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753568_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/047/SRR22393147/SRR22393147.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/047/SRR22393147	IV_E10_S154	
PRJNA904727	SAMN31851851	SRX18362946	SRR22393010	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753630	SINGLE	5543110	NextSeq 2000 sequencing: GSM6753630: III_A6_S6 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753630_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/010/SRR22393010/SRR22393010.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/010/SRR22393010	III_A6_S6	
PRJNA904727	SAMN31851625	SRX18363221	SRR22393155	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753856	SINGLE	22082258	NextSeq 2000 sequencing: GSM6753856: IV_E7_S151 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753856_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/055/SRR22393155/SRR22393155.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/055/SRR22393155	IV_E7_S151	
PRJNA904727	SAMN31851637	SRX18363217	SRR22393159	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753844	SINGLE	12046660	NextSeq 2000 sequencing: GSM6753844: IV_A7_S103 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753844_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/059/SRR22393159/SRR22393159.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/059/SRR22393159	IV_A7_S103	
PRJNA904727	SAMN31851870	SRX18362943	SRR22393013	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753611	SINGLE	5892515	NextSeq 2000 sequencing: GSM6753611: II_C8_S320 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753611_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/013/SRR22393013/SRR22393013.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/013/SRR22393013	II_C8_S320	
PRJNA904727	SAMN31851640	SRX18363214	SRR22393162	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753841	SINGLE	13507876	NextSeq 2000 sequencing: GSM6753841: III_H10_S94 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753841_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/062/SRR22393162/SRR22393162.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/062/SRR22393162	III_H10_S94	
PRJNA904727	SAMN31851843	SRX18363106	SRR22393024	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753638	SINGLE	11392866	NextSeq 2000 sequencing: GSM6753638: III_D5_S41 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753638_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/024/SRR22393024/SRR22393024.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/024/SRR22393024	III_D5_S41	
PRJNA904727	SAMN31851641	SRX18363213	SRR22393163	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753840	SINGLE	17114765	NextSeq 2000 sequencing: GSM6753840: III_G12_S84 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753840_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/063/SRR22393163/SRR22393163.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/063/SRR22393163	III_G12_S84	
PRJNA904727	SAMN31851853	SRX18363104	SRR22393026	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753628	SINGLE	3164146	NextSeq 2000 sequencing: GSM6753628: III_A4_S4 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753628_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/026/SRR22393026/SRR22393026.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/026/SRR22393026	III_A4_S4	
PRJNA904727	SAMN31851654	SRX18363208	SRR22393168	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753827	SINGLE	7237168	NextSeq 2000 sequencing: GSM6753827: III_C11_S35 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753827_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/068/SRR22393168/SRR22393168.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/068/SRR22393168	III_C11_S35	
PRJNA904727	SAMN31851655	SRX18363207	SRR22393169	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753826	SINGLE	12068421	NextSeq 2000 sequencing: GSM6753826: III_C10_S34 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753826_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/069/SRR22393169/SRR22393169.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/069/SRR22393169	III_C10_S34	
PRJNA904727	SAMN31851854	SRX18363103	SRR22393027	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753627	SINGLE	8415073	NextSeq 2000 sequencing: GSM6753627: II_H9_S381 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753627_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/027/SRR22393027/SRR22393027.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/027/SRR22393027	II_H9_S381	
PRJNA904727	SAMN31851656	SRX18363206	SRR22393170	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753825	SINGLE	12326041	NextSeq 2000 sequencing: GSM6753825: III_B12_S24 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753825_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/070/SRR22393170/SRR22393170.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/070/SRR22393170	III_B12_S24	
PRJNA904727	SAMN31851856	SRX18363101	SRR22393029	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753625	SINGLE	12126081	NextSeq 2000 sequencing: GSM6753625: II_H7_S379 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753625_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/029/SRR22393029/SRR22393029.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/029/SRR22393029	II_H7_S379	
PRJNA904727	SAMN31851658	SRX18363204	SRR22393172	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753823	SINGLE	13076329	NextSeq 2000 sequencing: GSM6753823: III_B10_S22 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753823_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/072/SRR22393172/SRR22393172.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/072/SRR22393172	III_B10_S22	
PRJNA904727	SAMN31851857	SRX18363100	SRR22393030	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753624	SINGLE	4068102	NextSeq 2000 sequencing: GSM6753624: II_G9_S369 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753624_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/030/SRR22393030/SRR22393030.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/030/SRR22393030	II_G9_S369	
PRJNA904727	SAMN31851685	SRX18363201	SRR22393175	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753796	SINGLE	18043693	NextSeq 2000 sequencing: GSM6753796: II_A1_S289 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753796_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/075/SRR22393175/SRR22393175.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/075/SRR22393175	II_A1_S289	
PRJNA904727	SAMN31851686	SRX18363200	SRR22393176	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753795	SINGLE	18008798	NextSeq 2000 sequencing: GSM6753795: I_H6_S282 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753795_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/076/SRR22393176/SRR22393176.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/076/SRR22393176	I_H6_S282	
PRJNA904727	SAMN31851859	SRX18363098	SRR22393032	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753622	SINGLE	10354523	NextSeq 2000 sequencing: GSM6753622: II_G7_S367 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753622_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/032/SRR22393032/SRR22393032.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/032/SRR22393032	II_G7_S367	
PRJNA904727	SAMN31851860	SRX18363097	SRR22393033	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753621	SINGLE	5911679	NextSeq 2000 sequencing: GSM6753621: II_F9_S357 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753621_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/033/SRR22393033/SRR22393033.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/033/SRR22393033	II_F9_S357	
PRJNA904727	SAMN31851689	SRX18363197	SRR22393179	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753792	SINGLE	12856891	NextSeq 2000 sequencing: GSM6753792: I_G6_S270 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753792_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/079/SRR22393179/SRR22393179.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/079/SRR22393179	I_G6_S270	
PRJNA904727	SAMN31851709	SRX18363193	SRR22393183	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753772	SINGLE	7884787	NextSeq 2000 sequencing: GSM6753772: I_A4_S196 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753772_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/083/SRR22393183/SRR22393183.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/083/SRR22393183	I_A4_S196	
PRJNA904727	SAMN31851861	SRX18363096	SRR22393034	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753620	SINGLE	8358525	NextSeq 2000 sequencing: GSM6753620: II_F8_S356 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753620_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/034/SRR22393034/SRR22393034.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/034/SRR22393034	II_F8_S356	
PRJNA904727	SAMN31851714	SRX18363188	SRR22393188	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753767	SINGLE	19795108	NextSeq 2000 sequencing: GSM6753767: IV_G5_S173 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753767_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/088/SRR22393188/SRR22393188.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/088/SRR22393188	IV_G5_S173	
PRJNA904727	SAMN31851863	SRX18363094	SRR22393036	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753618	SINGLE	11881685	NextSeq 2000 sequencing: GSM6753618: II_E9_S345 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753618_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/036/SRR22393036/SRR22393036.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/036/SRR22393036	II_E9_S345	
PRJNA904727	SAMN31851782	SRX18363176	SRR22393200	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753699	SINGLE	4710985	NextSeq 2000 sequencing: GSM6753699: I_H3_S279 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753699_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/000/SRR22393200/SRR22393200.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/000/SRR22393200	I_H3_S279	
PRJNA904727	SAMN31851865	SRX18363092	SRR22393038	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753616	SINGLE	12853714	NextSeq 2000 sequencing: GSM6753616: II_E7_S343 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753616_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/038/SRR22393038/SRR22393038.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/038/SRR22393038	II_E7_S343	
PRJNA904727	SAMN31851825	SRX18363165	SRR22393211	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753656	SINGLE	11548600	NextSeq 2000 sequencing: GSM6753656: IV_B2_S110 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753656_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/011/SRR22393211/SRR22393211.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/011/SRR22393211	IV_B2_S110	
PRJNA904727	SAMN31851867	SRX18363090	SRR22393040	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753614	SINGLE	6977120	NextSeq 2000 sequencing: GSM6753614: II_D8_S332 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753614_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/040/SRR22393040/SRR22393040.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/040/SRR22393040	II_D8_S332	
PRJNA904727	SAMN31851828	SRX18363162	SRR22393214	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753653	SINGLE	10294398	NextSeq 2000 sequencing: GSM6753653: IV_A2_S98 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753653_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/014/SRR22393214/SRR22393214.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/014/SRR22393214	IV_A2_S98	
PRJNA904727	SAMN31851882	SRX18363083	SRR22393047	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753599	SINGLE	9573315	NextSeq 2000 sequencing: GSM6753599: I_G11_S275 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753599_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/047/SRR22393047/SRR22393047.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/047/SRR22393047	I_G11_S275	
PRJNA904727	SAMN31851951	SRX18363151	SRR22393225	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753530	SINGLE	5838018	NextSeq 2000 sequencing: GSM6753530: II_H5_S377 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753530_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/025/SRR22393225/SRR22393225.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/025/SRR22393225	II_H5_S377	
PRJNA904727	SAMN31851883	SRX18363082	SRR22393048	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753598	SINGLE	11655031	NextSeq 2000 sequencing: GSM6753598: I_G10_S274 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753598_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/048/SRR22393048/SRR22393048.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/048/SRR22393048	I_G10_S274	
PRJNA904727	SAMN31851952	SRX18363150	SRR22393226	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753529	SINGLE	8965277	NextSeq 2000 sequencing: GSM6753529: II_H4_S376 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753529_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/026/SRR22393226/SRR22393226.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/026/SRR22393226	II_H4_S376	
PRJNA904727	SAMN31851893	SRX18363080	SRR22393050	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753588	SINGLE	14558950	NextSeq 2000 sequencing: GSM6753588: I_C12_S228 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753588_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/050/SRR22393050/SRR22393050.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/050/SRR22393050	I_C12_S228	
PRJNA904727	SAMN31851953	SRX18363149	SRR22393227	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753528	SINGLE	16564222	NextSeq 2000 sequencing: GSM6753528: II_G6_S366 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753528_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/027/SRR22393227/SRR22393227.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/027/SRR22393227	II_G6_S366	
PRJNA904727	SAMN31851898	SRX18363075	SRR22393055	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753583	SINGLE	10963565	NextSeq 2000 sequencing: GSM6753583: I_B10_S214 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753583_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/055/SRR22393055/SRR22393055.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/055/SRR22393055	I_B10_S214	
PRJNA904727	SAMN31851955	SRX18363147	SRR22393229	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753526	SINGLE	3380568	NextSeq 2000 sequencing: GSM6753526: II_G4_S364 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753526_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/029/SRR22393229/SRR22393229.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/029/SRR22393229	II_G4_S364	
PRJNA904727	SAMN31851918	SRX18363071	SRR22393059	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753563	SINGLE	3731479	NextSeq 2000 sequencing: GSM6753563: IV_C11_S131 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753563_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/059/SRR22393059/SRR22393059.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/059/SRR22393059	IV_C11_S131	
PRJNA904727	SAMN31851997	SRX18363145	SRR22393231	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753484	SINGLE	5866390	NextSeq 2000 sequencing: GSM6753484: I_A7_S199 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753484_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/031/SRR22393231/SRR22393231.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/031/SRR22393231	I_A7_S199	
PRJNA904727	SAMN31851923	SRX18363066	SRR22393064	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753558	SINGLE	6738846	NextSeq 2000 sequencing: GSM6753558: IV_A12_S108 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753558_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/064/SRR22393064/SRR22393064.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/064/SRR22393064	IV_A12_S108	
PRJNA904727	SAMN31851924	SRX18363065	SRR22393065	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753557	SINGLE	13970868	NextSeq 2000 sequencing: GSM6753557: IV_A11_S107 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753557_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/065/SRR22393065/SRR22393065.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/065/SRR22393065	IV_A11_S107	
PRJNA904727	SAMN31851944	SRX18363061	SRR22393069	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753537	SINGLE	8680574	NextSeq 2000 sequencing: GSM6753537: III_B3_S15 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753537_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/069/SRR22393069/SRR22393069.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/069/SRR22393069	III_B3_S15	
PRJNA904727	SAMN31851946	SRX18363059	SRR22393071	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753535	SINGLE	7262093	NextSeq 2000 sequencing: GSM6753535: III_B1_S13 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753535_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/071/SRR22393071/SRR22393071.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/071/SRR22393071	III_B1_S13	
PRJNA904727	SAMN31851948	SRX18363057	SRR22393073	90371	Salmonella enterica subsp. enterica serovar Typhimurium	GSM6753533	SINGLE	4542529	NextSeq 2000 sequencing: GSM6753533: III_A2_S2 Salmonella enterica subsp. enterica serovar Typhimurium RNA-Seq	GSM6753533_r1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR223/073/SRR22393073/SRR22393073.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR223/073/SRR22393073	III_A2_S2	
